yearBuilt,longitude,latitude,price,bedrooms,bathrooms,area
1975.0,-74.148667,40.556958,"$1,825/mo",2.0,1.0,2156.0
-1.0,-74.21743,40.5458,"$2,250/mo",2.0,3.0,1900.0
1997.0,-74.210003,40.54761,"$1,200/mo",1.0,1.0,2500.0
1986.0,-74.200149,40.531332,"$2,200/mo",2.0,1.5,26100.0
-1.0,-74.21713,40.54594,"$2,250/mo",2.0,3.0,1900.0
-1.0,-74.22109,40.53187,"$1,300/mo",1.0,1.0,
-1.0,-74.22109,40.53187,"$2,600/mo",3.0,1.5,
-1.0,-74.21302,40.5196,"$1,050/mo",0.0,1.0,600.0
-1.0,-74.21619,40.5232,"$1,300/mo",1.0,1.0,700.0
-1.0,-74.22456,40.50604,"$2,100/mo",2.0,1.0,1100.0
-1.0,-74.21743,40.5458,"$2,250/mo",2.0,3.0,1900.0
-1.0,-74.22168,40.53676,"$2,600/mo",3.0,3.0,1920.0
-1.0,-74.21144,40.55357,"$1,200/mo",1.0,1.0,
2002.0,-74.214509,40.521155,"$1,600/mo",2.0,1.0,
-1.0,-74.211755,40.54541,"$1,350/mo",1.0,1.0,700.0
-1.0,-74.21332,40.53654,"$2,500/mo",3.0,1.5,1492.0
1985.0,-74.230846,40.511233,"$1,600/mo",1.0,1.0,4300.0
1987.0,-74.20904,40.535765,"$1,700/mo",2.0,1.0,1000.0
-1.0,-74.21713,40.54594,"$2,250/mo",2.0,3.0,1900.0
1994.0,-74.219914,40.547681,"$1,500/mo",1.0,4.0,1200.0
-1.0,-74.1958,40.513725,"$2,500/mo",3.0,2.5,1340.0
-1.0,-74.21727,40.52385,"$1,300/mo",1.0,1.0,700.0
2003.0,-74.216232,40.523139,"$1,300/mo",1.0,1.0,650.0
-1.0,-74.21399,40.55205,"$2,900/mo",3.0,3.0,
-1.0,-74.23242,40.54447,"$2,000/mo",3.0,1.0,1000.0
2004.0,-74.216967,40.522896,"$1,300/mo",1.0,1.0,1832.0
-1.0,-74.22252,40.53669,"$1,200/mo",1.0,1.0,
2005.0,-74.212677,40.552909,"$2,700/mo",3.0,2.5,2200.0
-1.0,-74.210596,40.550421,"$1,750/mo",2.0,1.0,700.0
-1.0,-74.211484,40.545542,"$1,800/mo",2.0,1.0,
-1.0,-74.214551,40.545163,"$1,700/mo",2.0,1.0,1000.0
-1.0,-74.21848,40.523506,"$2,700/mo",3.0,3.0,2800.0
-1.0,-74.21743,40.5458,"$2,250/mo",2.0,3.0,1900.0
-1.0,-74.213843,40.53747,"$1,150/mo",0.0,1.0,1050.0
-1.0,-74.216632,40.525026,"$3,100/mo",4.0,2.5,2500.0
-1.0,-74.21947,40.54073,"$1,300/mo",1.0,1.0,
-1.0,-74.20654,40.53988,"$1,550/mo",1.0,1.0,1000.0
2002.0,-74.220727,40.523089,"$1,150/mo",0.0,1.0,600.0
2015.0,-74.21206,40.53848,"$2,600/mo",3.0,3.0,
-1.0,-74.120521,40.627552,"$1,850/mo",2.0,1.0,750.0
-1.0,-74.11118,40.63474,"$2,300/mo",3.0,1.0,1168.0
-1.0,-74.11667,40.63171,"$1,850/mo",3.0,1.0,1187.0
2004.0,-74.120938,40.638156,"$2,200/mo",3.0,1.5,1600.0
-1.0,-74.128326,40.629418,"$2,200/mo",3.0,1.0,
-1.0,-74.12527,40.62768,"$1,855/mo",2.0,1.0,850.0
-1.0,-74.11651,40.63075,"$2,795/mo",4.0,2.0,1400.0
-1.0,-74.11651,40.63075,"$2,295/mo",3.0,1.0,1200.0
-1.0,-74.11683,40.63267,"$1,850/mo",3.0,1.0,1174.0
-1.0,-74.11708,40.63401,"$1,800/mo",2.0,1.0,1688.0
-1.0,-74.12056,40.62698,"$1,800/mo",2.0,1.0,
-1.0,-74.11807,40.62654,"$1,600/mo",2.0,1.0,950.0
1910.0,-74.116119,40.63448,"$2,300/mo",3.0,1.5,1008.0
-1.0,-74.11415,40.63299,"$2,000/mo",1.0,1.0,650.0
1990.0,-74.115984,40.635286,"$2,300/mo",3.0,2.0,1701.0
-1.0,-74.12864,40.62365,"$1,635/mo",1.0,1.0,
-1.0,-74.11429,40.633675,"$2,100/mo",3.0,1.0,
-1.0,-74.130264,40.626016,"$1,900/mo",2.0,1.0,700.0
-1.0,-74.1143,40.63367,"$2,100/mo",3.0,1.0,
-1.0,-74.114594,40.633723,"$2,150/mo",3.0,1.0,1100.0
-1.0,-74.114683,40.637652,"$2,500/mo",3.0,1.0,
1942.0,-74.111802,40.634564,"$1,900/mo",2.0,,900.0
-1.0,-74.109228,40.637733,"$1,500/mo",2.0,1.0,1000.0
-1.0,-74.113611,40.639966,"$2,900/mo",5.0,2.0,1800.0
1899.0,-74.118984,40.63336,"$2,500/mo",3.0,1.0,
1925.0,-74.113661,40.635494,"$2,200/mo",4.0,1.0,1044.0
-1.0,-74.167758,40.555651,"$2,350/mo",3.0,1.0,1500.0
-1.0,-74.20074,40.54788,"$1,275/mo",1.0,1.0,600.0
-1.0,-74.188283,40.547546,"$2,000/mo",1.0,1.0,
1984.0,-74.189943,40.541214,"$1,300/mo",1.0,1.0,2600.0
-1.0,-74.19287,40.53988,"$1,600/mo",2.0,1.0,920.0
1970.0,-74.175582,40.548141,"$1,400/mo",1.0,1.0,2192.0
1970.0,-74.190814,40.538684,"$1,400/mo",1.0,1.0,460.0
-1.0,-74.177043,40.548524,"$1,500/mo",1.0,1.0,700.0
-1.0,-74.188975,40.541191,"$1,300/mo",1.0,1.0,600.0
-1.0,-74.19078,40.5474,"$1,900/mo",3.0,1.5,
-1.0,-74.164402,40.52815,"$2,250/mo",3.0,1.0,1000.0
1986.0,-74.181344,40.538994,"$1,200/mo",0.0,1.0,1480.0
2000.0,-74.189107,40.54646,"$2,300/mo",3.0,1.0,1500.0
-1.0,-74.179353,40.563176,"$3,150/mo",3.0,2.5,1166.0
-1.0,-74.16953,40.5496,"$1,850/mo",2.0,1.0,925.0
-1.0,-74.1974,40.54798,"$1,800/mo",2.0,1.0,1000.0
-1.0,-74.168576,40.55366,"$1,800/mo",2.0,1.0,1932.0
-1.0,-74.1892,40.5447,"$1,500/mo",1.0,1.0,
-1.0,-74.20203,40.55586,"$1,900/mo",1.0,1.5,
1975.0,-74.172858,40.551853,"$1,200/mo",1.0,1.0,1000.0
1920.0,-74.191156,40.528964,"$3,300/mo",3.0,3.0,1905.0
-1.0,-74.20074,40.54788,"$1,275/mo",1.0,1.0,600.0
-1.0,-74.1916,40.5372,"$1,100/mo",1.0,1.0,700.0
1996.0,-74.162298,40.529455,"$2,600/mo",3.0,1.5,1850.0
-1.0,-74.16953,40.5496,"$1,850/mo",2.0,1.0,600.0
-1.0,-74.16953,40.5496,"$1,750/mo",2.0,1.0,
-1.0,-74.17936,40.560077,"$1,050/mo",1.0,1.0,
-1.0,-74.16754,40.54491,$925/mo,0.0,1.0,
1992.0,-74.180468,40.539228,"$1,800/mo",2.0,1.0,2536.0
-1.0,-74.180527,40.539519,"$1,750/mo",2.0,1.0,
2018.0,-74.190875,40.548294,"$2,900/mo",3.0,3.0,1500.0
-1.0,-74.20074,40.54788,"$1,275/mo",1.0,1.0,600.0
-1.0,-74.196791,40.558495,"$1,100/mo",0.0,1.0,
-1.0,-74.19224,40.53853,"$3,200/mo",4.0,2.5,3010.0
-1.0,-74.17004,40.5443,"$1,300/mo",1.0,1.0,
-1.0,-74.182655,40.556911,"$1,300/mo",1.0,1.0,600.0
-1.0,-74.18707,40.55241,"$1,350/mo",1.0,1.0,
-1.0,-74.178037,40.539862,"$3,900/mo",3.0,3.0,
-1.0,-74.158787,40.589746,"$1,750/mo",2.0,1.0,
1995.0,-74.123028,40.609997,"$1,150/mo",4.0,1.5,1216.0
1987.0,-74.156057,40.581414,"$1,650/mo",1.0,1.0,871.0
-1.0,-74.149151,40.587464,"$1,300/mo",1.0,1.0,650.0
-1.0,-74.169,40.60964,"$1,000/mo",0.0,1.0,1900.0
-1.0,-74.135322,40.597276,$800/mo,0.0,1.0,400.0
1955.0,-74.138874,40.620838,"$2,950/mo",3.0,1.0,3870.0
-1.0,-74.13919,40.60991,"$2,600/mo",3.0,1.5,
-1.0,-74.14519,40.58855,"$1,900/mo",2.0,2.0,
1985.0,-74.16423,40.586725,"$2,800/mo",3.0,2.5,1500.0
-1.0,-74.16658,40.61154,"$1,100/mo",0.0,1.0,500.0
-1.0,-74.163752,40.600604,"$1,750/mo",2.0,1.0,
-1.0,-74.148047,40.588821,"$1,100/mo",0.0,1.0,500.0
-1.0,-74.156348,40.590553,"$1,400/mo",1.0,1.0,
-1.0,-74.12954,40.60273,"$2,150/mo",3.0,1.0,
1967.0,-74.16655,40.613062,"$1,700/mo",2.0,1.0,1000.0
-1.0,-74.13343,40.60358,"$2,000/mo",3.0,1.0,800.0
-1.0,-74.166913,40.609085,"$1,450/mo",1.0,1.0,700.0
-1.0,-74.15691,40.58999,"$1,400/mo",1.0,1.0,1376.0
-1.0,-74.122104,40.604876,"$1,600/mo",1.0,1.5,1000.0
-1.0,-74.15368,40.58612,"$1,250/mo",0.0,1.5,1200.0
-1.0,-74.14169,40.59365,"$1,450/mo",1.0,1.0,
-1.0,-74.13609,40.60413,"$1,200/mo",1.0,1.0,
1975.0,-74.124029,40.601176,"$1,200/mo",1.0,1.0,1000.0
-1.0,-74.129664,40.59945,"$1,100/mo",1.0,1.0,500.0
1980.0,-74.159671,40.59307,"$1,700/mo",1.0,1.0,670.0
-1.0,-74.12753,40.61064,"$2,500/mo",3.0,2.0,1000.0
1925.0,-74.127876,40.599215,"$2,150/mo",3.0,1.0,1400.0
-1.0,-74.16596,40.59764,"$1,700/mo",2.0,1.0,878.0
1975.0,-74.142272,40.605033,"$2,200/mo",3.0,2.0,1000.0
-1.0,-74.12178,40.60449,"$1,600/mo",1.0,1.0,
1903.0,-74.132029,40.620686,"$2,300/mo",3.0,1.0,1000.0
2017.0,-74.189825,40.59246,"$1,975/mo",2.0,1.5,3160.0
-1.0,-74.15721,40.60877,"$2,400/mo",4.0,2.5,1875.0
-1.0,-74.15872,40.58114,"$2,500/mo",3.0,1.5,
2018.0,-73.92802,40.812028,"$2,200/mo",1.0,1.0,598.0
-1.0,-73.928567,40.810462,"$1,850/mo",0.0,1.0,
-1.0,-73.913641,40.821548,"$2,200/mo",3.0,2.0,1200.0
1963.0,-73.920136,40.830151,"$1,695/mo",0.0,1.0,
-1.0,-73.912501,40.843039,"$2,050/mo",2.0,1.0,
-1.0,-73.912905,40.842198,"$1,612/mo",1.0,1.0,
-1.0,-73.930681,40.832851,"$1,695/mo",0.0,1.0,
-1.0,-73.92733,40.83351,"$2,000/mo",2.0,1.0,1100.0
1941.0,-73.921352,40.830303,"$1,475/mo",1.0,1.0,900.0
-1.0,-73.927146,40.831121,"$1,250/mo",0.0,1.0,500.0
-1.0,-73.923842,40.835344,"$2,050/mo",2.0,1.0,1100.0
-1.0,-73.921072,40.832343,"$1,200/mo",1.0,1.0,
-1.0,-73.922571,40.841352,"$1,705/mo",0.0,1.0,900.0
-1.0,-73.922089,40.831102,"$1,650/mo",0.0,1.0,
-1.0,-73.923333,40.835488,"$2,048/mo",2.0,1.0,
-1.0,-73.923791,40.837129,"$1,900/mo",2.0,1.0,
-1.0,-73.926353,40.836483,"$2,100/mo",3.0,1.0,
-1.0,-73.930954,40.831351,"$2,800/mo",3.0,2.0,
-1.0,-73.914388,40.841228,"$1,673/mo",1.0,1.0,
-1.0,-73.914081,40.841714,"$1,750/mo",1.0,1.0,
-1.0,-73.92623,40.8421,"$2,165/mo",2.0,1.0,
-1.0,-73.92477,40.83372,"$1,887/mo",2.0,1.0,900.0
-1.0,-73.92328,40.83035,"$2,100/mo",2.0,1.0,
-1.0,-73.92328,40.83035,"$1,750/mo",1.0,1.0,500.0
-1.0,-73.92623,40.8421,"$1,985/mo",2.0,1.0,850.0
-1.0,-73.927204,40.833226,"$1,600/mo",1.0,1.0,
-1.0,-73.930303,40.830946,"$2,300/mo",3.0,1.0,
-1.0,-73.927485,40.833028,"$1,600/mo",1.0,1.0,
-1.0,-73.924637,40.84385,"$1,900/mo",2.0,1.0,
-1.0,-73.92998,40.83,"$1,650/mo",1.0,1.0,
-1.0,-73.91227,40.84471,"$2,050/mo",2.0,1.0,890.0
-1.0,-73.915766,40.847296,"$1,750/mo",1.0,1.0,1076.0
-1.0,-73.91588,40.84668,"$1,750/mo",1.0,1.0,700.0
-1.0,-73.911791,40.852651,"$2,100/mo",2.0,1.0,1100.0
-1.0,-73.914571,40.853103,"$2,300/mo",3.0,1.0,1100.0
-1.0,-73.90278,40.85673,"$2,200/mo",2.0,1.0,
-1.0,-73.90278,40.85673,"$2,250/mo",2.0,1.0,
1925.0,-73.910073,40.852854,"$2,200/mo",3.0,1.0,2250.0
-1.0,-73.917469,40.848561,"$1,750/mo",1.0,1.0,700.0
1920.0,-73.915267,40.847621,"$1,750/mo",1.0,1.0,897.0
1920.0,-73.915365,40.847629,"$1,750/mo",1.0,1.0,711.0
-1.0,-73.90297,40.85477,"$2,200/mo",2.0,1.0,
-1.0,-73.907866,40.859517,"$1,500/mo",1.0,1.0,
-1.0,-73.905301,40.857032,"$1,550/mo",1.0,1.0,
-1.0,-73.914404,40.849561,"$1,500/mo",3.0,1.0,
-1.0,-73.91387,40.85383,"$2,300/mo",3.0,1.0,
-1.0,-73.90645,40.85347,"$1,600/mo",1.0,1.0,
-1.0,-73.915794,40.84729,"$1,675/mo",1.0,1.0,550.0
-1.0,-73.904896,40.857283,"$1,825/mo",1.0,1.0,
-1.0,-73.905424,40.859462,"$1,650/mo",1.0,1.0,
-1.0,-73.9085,40.85382,"$2,600/mo",3.0,1.0,
-1.0,-73.90566,40.8574,"$2,200/mo",2.0,1.0,
-1.0,-73.90645,40.85347,"$1,600/mo",1.0,1.0,
-1.0,-73.90278,40.85673,"$2,200/mo",2.0,1.0,3408.0
-1.0,-73.90278,40.85673,"$2,200/mo",2.0,1.0,3642.0
-1.0,-73.90278,40.85673,"$2,750/mo",4.0,2.0,
-1.0,-73.90278,40.85673,"$2,200/mo",2.0,1.0,
-1.0,-73.90278,40.85673,"$2,200/mo",2.0,1.0,
-1.0,-73.90278,40.85673,"$2,750/mo",4.0,2.0,
-1.0,-73.90278,40.85673,"$2,200/mo",2.0,1.0,
-1.0,-73.905259,40.857726,"$1,500/mo",1.0,1.0,
-1.0,-73.90278,40.85673,"$2,200/mo",2.0,1.0,
-1.0,-73.904144,40.858603,"$1,675/mo",1.0,1.0,680.0
-1.0,-73.912462,40.853444,"$2,400/mo",3.0,1.0,
-1.0,-73.908891,40.853057,"$2,100/mo",2.0,1.0,
-1.0,-73.918465,40.811944,"$2,439/mo",3.0,1.0,
-1.0,-73.913209,40.807964,"$2,389/mo",2.0,1.0,
-1.0,-73.920062,40.811485,"$1,800/mo",2.0,1.0,
-1.0,-73.928155,40.807276,"$3,250/mo",2.0,2.0,
-1.0,-73.920355,40.803498,"$1,650/mo",1.0,1.0,
-1.0,-73.924184,40.809952,"$2,000/mo",1.0,1.0,
-1.0,-73.8992,40.81586,"$2,250/mo",3.0,1.0,
-1.0,-73.904966,40.813716,"$1,950/mo",2.0,1.0,
-1.0,-73.914608,40.819622,"$1,800/mo",2.0,1.0,750.0
-1.0,-73.90258,40.81737,"$2,450/mo",4.0,1.0,
-1.0,-73.916382,40.818651,"$1,500/mo",0.0,1.0,500.0
-1.0,-73.90513,40.81327,"$1,950/mo",2.0,1.0,850.0
-1.0,-73.903549,40.813666,"$1,940/mo",2.0,1.0,1000.0
-1.0,-73.91241,40.819877,"$1,450/mo",1.0,1.0,
-1.0,-73.917685,40.817653,"$1,700/mo",2.0,1.0,
-1.0,-73.91681,40.81823,"$1,282/mo",0.0,1.0,
-1.0,-73.912276,40.820095,"$1,450/mo",1.0,1.0,
-1.0,-73.905377,40.813522,"$2,500/mo",4.0,2.0,
-1.0,-73.903903,40.81154,"$1,525/mo",1.0,1.0,800.0
-1.0,-73.90513,40.81327,"$2,200/mo",3.0,1.0,
-1.0,-73.90513,40.81327,"$1,995/mo",2.0,1.0,
-1.0,-73.90665,40.8172,"$1,800/mo",2.0,1.0,
-1.0,-73.8992,40.81586,"$2,400/mo",3.0,1.0,
-1.0,-73.905603,40.815226,"$1,331/mo",0.0,1.0,
-1.0,-73.90155,40.81716,"$2,000/mo",2.0,1.0,700.0
-1.0,-73.908686,40.818479,"$1,900/mo",2.0,1.0,1000.0
-1.0,-73.906871,40.811216,"$1,400/mo",2.0,1.0,
-1.0,-73.913412,40.814149,"$2,100/mo",3.0,1.0,1500.0
-1.0,-73.8992,40.81586,"$2,100/mo",2.0,1.0,
-1.0,-73.916853,40.812964,"$2,000/mo",2.0,1.0,
1990.0,-73.902636,40.813734,"$1,960/mo",2.0,1.0,1000.0
2004.0,-73.90596,40.81103,"$2,200/mo",2.0,1.0,
-1.0,-73.915401,40.818807,"$1,950/mo",2.0,1.0,
-1.0,-73.899614,40.81582,"$2,400/mo",3.0,1.0,1200.0
-1.0,-73.91563,40.82083,"$1,800/mo",2.0,1.0,800.0
-1.0,-73.917191,40.82001,"$2,040/mo",2.0,1.0,600.0
-1.0,-73.910496,40.817852,"$2,350/mo",3.0,1.0,1000.0
-1.0,-73.913337,40.813598,"$1,900/mo",3.0,1.0,
1931.0,-73.917279,40.817781,"$2,095/mo",2.0,1.0,700.0
-1.0,-73.91435,40.836441,"$1,935/mo",2.0,1.0,
-1.0,-73.913,40.83341,"$1,500/mo",1.0,1.0,
-1.0,-73.906195,40.818853,"$2,200/mo",3.0,1.0,2970.0
-1.0,-73.913451,40.83785,"$1,595/mo",1.0,1.0,
-1.0,-73.91372,40.8371,"$1,594/mo",1.0,1.0,580.0
-1.0,-73.909175,40.83441,"$2,400/mo",4.0,1.5,2451.0
-1.0,-73.91136,40.83101,"$2,650/mo",4.0,1.0,
-1.0,-73.9096,40.8342,"$2,500/mo",3.0,1.0,2430.0
-1.0,-73.908426,40.828583,"$1,650/mo",2.0,1.0,
-1.0,-73.914489,40.836731,"$2,060/mo",2.0,1.0,871.0
-1.0,-73.909018,40.820311,"$1,450/mo",1.0,1.0,
-1.0,-73.91283,40.837753,"$1,595/mo",1.0,1.0,800.0
-1.0,-73.91372,40.8371,"$1,594/mo",1.0,1.0,620.0
-1.0,-73.914081,40.833291,"$1,450/mo",1.0,1.0,
-1.0,-73.918707,40.828313,"$1,500/mo",1.0,1.0,
-1.0,-73.908434,40.836679,"$2,500/mo",4.0,2.0,
-1.0,-73.915372,40.835075,"$2,500/mo",3.0,1.0,740.0
-1.0,-73.9096,40.8342,"$2,600/mo",4.0,1.0,1611.0
-1.0,-73.914474,40.836571,"$1,900/mo",2.0,1.0,1050.0
-1.0,-73.90626,40.82821,"$2,200/mo",2.0,1.5,2005.0
-1.0,-73.9087,40.83393,"$2,650/mo",4.0,1.0,
-1.0,-73.90776,40.82648,"$2,500/mo",1.0,1.5,1200.0
-1.0,-73.9096,40.8342,"$2,650/mo",4.0,1.0,2451.0
-1.0,-73.916465,40.82974,"$1,800/mo",1.0,1.0,675.0
-1.0,-73.90343,40.83222,"$2,300/mo",3.0,1.0,
-1.0,-73.904645,40.830994,"$1,514/mo",1.0,1.0,650.0
-1.0,-73.901181,40.832067,"$2,429/mo",3.0,1.0,
-1.0,-73.90056,40.83361,"$2,000/mo",2.0,1.5,
-1.0,-73.914816,40.835992,"$1,935/mo",2.0,1.0,850.0
-1.0,-73.908542,40.822543,"$1,675/mo",2.0,1.0,
-1.0,-73.919325,40.829589,"$1,900/mo",2.0,1.0,
-1.0,-73.919661,40.830005,"$2,900/mo",4.0,2.0,
-1.0,-73.919111,40.830854,"$1,725/mo",1.0,1.0,
-1.0,-73.896123,40.854012,"$1,800/mo",5.0,2.0,1860.0
-1.0,-73.911256,40.841165,"$2,500/mo",3.0,1.0,
-1.0,-73.902432,40.847955,"$1,590/mo",1.0,1.0,
-1.0,-73.887193,40.848622,"$2,150/mo",2.0,2.0,
-1.0,-73.89644,40.85491,"$2,200/mo",3.0,1.0,
-1.0,-73.899248,40.852287,"$2,050/mo",2.0,1.0,
-1.0,-73.911022,40.842727,"$2,400/mo",3.0,1.0,
-1.0,-73.904553,40.846077,"$1,750/mo",1.0,1.0,700.0
-1.0,-73.902337,40.853721,"$1,600/mo",1.0,1.0,680.0
-1.0,-73.904911,40.846145,"$1,650/mo",1.0,1.0,750.0
-1.0,-73.904156,40.851179,"$1,700/mo",2.0,1.0,
-1.0,-73.911764,40.843202,"$2,050/mo",2.0,1.0,1200.0
-1.0,-73.911504,40.840614,"$1,500/mo",1.0,1.0,
-1.0,-73.898918,40.853974,"$2,800/mo",0.0,1.0,
-1.0,-73.904953,40.846868,"$1,595/mo",1.0,1.0,
-1.0,-73.909189,40.839421,"$1,675/mo",1.0,1.0,500.0
-1.0,-73.90373,40.84732,"$2,350/mo",3.0,1.0,
-1.0,-73.89847,40.85384,"$1,995/mo",2.0,1.0,
-1.0,-73.912485,40.840218,"$1,350/mo",1.0,1.0,
-1.0,-73.90373,40.84732,"$2,500/mo",4.0,1.0,
-1.0,-73.9089,40.83837,"$1,825/mo",1.0,1.0,680.0
-1.0,-73.90373,40.84732,"$2,750/mo",4.0,2.0,
-1.0,-73.91152,40.8406,"$2,500/mo",3.0,1.0,1200.0
-1.0,-73.90373,40.84732,"$2,500/mo",4.0,1.0,2200.0
1907.0,-73.887486,40.846571,"$2,200/mo",3.0,1.0,23740.0
-1.0,-73.89228,40.84598,"$1,790/mo",2.0,1.0,
1899.0,-73.902937,40.843036,"$1,800/mo",2.0,1.0,800.0
-1.0,-73.90494,40.84337,"$2,200/mo",3.0,1.0,
-1.0,-73.89895,40.85276,"$2,125/mo",2.0,1.0,900.0
1899.0,-73.905255,40.84726,"$2,100/mo",2.0,1.0,
-1.0,-73.90648,40.84673,"$2,600/mo",3.0,1.5,
-1.0,-73.909103,40.844526,"$1,699/mo",1.0,1.0,
1908.0,-73.891683,40.841289,"$2,795/mo",5.0,1.5,1700.0
-1.0,-73.884345,40.870214,"$2,700/mo",3.0,1.0,1200.0
-1.0,-73.88868,40.854713,"$2,400/mo",4.0,1.0,
-1.0,-73.89684,40.85722,"$2,050/mo",2.0,1.0,
-1.0,-73.89466,40.859961,"$1,850/mo",2.0,1.0,
-1.0,-73.88907,40.86793,"$1,570/mo",1.0,1.0,
-1.0,-73.890419,40.870051,"$1,725/mo",1.0,1.0,
-1.0,-73.88754,40.86596,"$1,550/mo",1.0,1.0,18.0
-1.0,-73.89822,40.85909,"$1,911/mo",2.0,1.0,
1913.0,-73.889237,40.85876,"$1,951+/mo",2.0,1.0,1951.0
-1.0,-73.889236,40.858759,"$1,951/mo",2.0,1.0,550.0
-1.0,-73.885601,40.876272,"$1,650/mo",1.0,1.0,700.0
-1.0,-73.891045,40.864596,"$1,595/mo",1.0,1.0,900.0
1961.0,-73.890601,40.864296,"$1,595/mo",1.0,1.0,600.0
-1.0,-73.897878,40.859139,"$2,085/mo",2.0,1.0,740.0
-1.0,-73.883193,40.870163,"$1,650/mo",1.0,1.0,
-1.0,-73.88829,40.86856,"$1,700/mo",1.0,1.0,550.0
-1.0,-73.890326,40.86457,"$2,375/mo",3.0,1.0,
-1.0,-73.885,40.87695,"$1,650/mo",0.0,1.0,400.0
-1.0,-73.886957,40.869316,"$1,675/mo",1.0,1.0,550.0
-1.0,-73.88907,40.86793,"$1,570/mo",1.0,1.0,980.0
-1.0,-73.890157,40.870004,"$1,690/mo",0.0,1.0,650.0
1991.0,-73.884315,40.855379,"$1,500/mo",1.0,1.0,800.0
-1.0,-73.89404,40.86028,"$1,450/mo",0.0,1.0,
-1.0,-73.882809,40.867694,"$1,495/mo",1.0,1.0,
1991.0,-73.884325,40.855421,"$2,750/mo",3.0,2.0,1100.0
-1.0,-73.893155,40.865486,"$1,350/mo",0.0,1.0,
-1.0,-73.89636,40.85838,"$1,450/mo",1.0,1.0,
-1.0,-73.886911,40.869454,"$1,700/mo",1.0,1.0,599.0
1915.0,-73.892736,40.863957,"$2,100/mo",3.0,1.0,1000.0
-1.0,-73.89317,40.86546,"$1,348/mo",0.0,1.0,
-1.0,-73.889019,40.857003,"$4,000/mo",4.0,2.0,1100.0
-1.0,-73.88829,40.86856,"$1,725/mo",1.0,1.0,
-1.0,-73.897928,40.827748,"$2,500/mo",3.0,2.0,1068.0
-1.0,-73.889896,40.830696,"$1,699/mo",1.0,1.0,
2005.0,-73.896292,40.82664,"$1,900/mo",2.0,1.0,9840.0
-1.0,-73.897819,40.82447,"$1,250/mo",1.0,1.0,
-1.0,-73.889198,40.827253,"$1,700/mo",2.0,1.0,
-1.0,-73.89337,40.83015,"$1,500/mo",1.0,1.0,
-1.0,-73.89337,40.83015,"$1,500/mo",1.0,1.0,
-1.0,-73.89337,40.83015,"$2,000/mo",2.0,1.0,
1994.0,-73.901133,40.821289,"$2,500/mo",3.0,2.0,1090.0
-1.0,-73.89869,40.83084,"$2,500/mo",4.0,1.5,
-1.0,-73.90256,40.820279,"$1,675/mo",2.0,1.0,
2016.0,-73.897119,40.82963,"$1,818/mo",3.0,3.0,4500.0
-1.0,-73.89871,40.830848,"$2,500/mo",3.0,1.0,
-1.0,-73.88989,40.83011,"$1,500/mo",0.0,1.0,
-1.0,-73.89337,40.83015,"$2,000/mo",2.0,1.0,
-1.0,-73.896422,40.828366,"$2,450/mo",3.0,2.0,
1995.0,-73.902258,40.821311,"$2,500/mo",3.0,1.5,1059.0
1931.0,-73.889897,40.830716,"$1,700/mo",1.0,1.0,3300.0
-1.0,-73.89585,40.82389,"$2,000/mo",1.0,1.0,450.0
-1.0,-73.89005,40.82677,"$2,400/mo",4.0,1.0,3246.0
1993.0,-73.893238,40.825529,"$1,950/mo",2.0,1.0,1200.0
-1.0,-73.893643,40.827464,"$2,350/mo",3.0,1.0,
1992.0,-73.889187,40.828164,"$2,000/mo",2.0,1.0,700.0
1993.0,-73.89614,40.823191,"$1,950/mo",2.0,1.0,1200.0
-1.0,-73.88899,40.82983,"$2,383/mo",2.0,1.0,
-1.0,-73.88999,40.82683,"$2,000/mo",2.0,1.0,
1993.0,-73.894542,40.824409,"$2,200/mo",2.0,1.0,1680.0
-1.0,-73.901962,40.823367,"$1,850/mo",3.0,1.0,
-1.0,-73.890801,40.824814,"$2,700/mo",5.0,2.0,640.0
1931.0,-73.893308,40.82684,"$2,300/mo",3.0,1.0,8000.0
1970.0,-73.892414,40.820648,"$1,346/mo",1.0,1.0,
-1.0,-73.896112,40.818391,"$2,200/mo",3.0,2.0,800.0
-1.0,-73.871661,40.837933,"$2,000/mo",2.0,1.0,929.0
-1.0,-73.882299,40.844188,"$1,600/mo",0.0,1.0,
-1.0,-73.867945,40.837646,"$1,700/mo",2.0,1.0,
1920.0,-73.886653,40.833359,"$2,350/mo",3.0,1.0,950.0
-1.0,-73.88878,40.8401,"$2,000/mo",3.0,2.0,
-1.0,-73.864869,40.838023,"$1,350/mo",1.0,1.0,
-1.0,-73.8871,40.83315,"$2,600/mo",4.0,2.0,1300.0
-1.0,-73.88338,40.84386,"$1,820/mo",3.0,1.0,
-1.0,-73.865481,40.837678,"$1,350/mo",1.0,1.0,
-1.0,-73.88853,40.84148,"$2,100/mo",2.0,1.0,1000.0
2001.0,-73.88657,40.841728,"$2,000/mo",2.0,1.0,1012.0
-1.0,-73.86732,40.83803,"$1,500/mo",1.0,1.0,
-1.0,-73.88404,40.84309,"$1,879/mo",2.0,1.0,3055.0
-1.0,-73.88404,40.84309,"$2,450/mo",4.0,1.0,3055.0
-1.0,-73.87977,40.84468,"$2,250/mo",3.0,1.0,
-1.0,-73.866052,40.837305,"$1,450/mo",1.0,1.0,700.0
-1.0,-73.879662,40.845457,"$1,850/mo",2.0,1.0,800.0
