yearBuilt,longitude,latitude,price,bedrooms,bathrooms,area
-1.0,-73.926197,40.659579,"$2,400/mo",1.0,1.0,668.0
-1.0,-73.93042,40.66218,"$2,600/mo",1.0,1.0,685.0
-1.0,-73.91911,40.657291,"$2,100/mo",3.0,1.0,1000.0
-1.0,-73.91061,40.6655,"$2,300/mo",3.0,1.0,
-1.0,-73.922455,40.658087,"$1,900/mo",2.0,1.0,1800.0
-1.0,-73.92251,40.65957,"$2,350/mo",3.0,1.0,
-1.0,-73.91577,40.65858,"$2,324/mo",3.0,1.0,
-1.0,-73.92448,40.66391,"$2,150/mo",0.0,1.0,2640.0
-1.0,-73.92284,40.65655,"$1,900/mo",2.0,1.0,
-1.0,-73.94178,40.676259,"$1,700/mo",1.0,1.0,
-1.0,-73.936037,40.672452,"$2,990/mo",2.0,2.0,
-1.0,-73.925871,40.668983,"$1,600/mo",1.0,1.0,600.0
-1.0,-73.934168,40.672286,"$2,400/mo",3.0,1.0,750.0
-1.0,-73.937287,40.679479,"$2,600/mo",2.0,1.0,700.0
-1.0,-73.945208,40.675396,"$1,809/mo",0.0,1.0,313.0
-1.0,-73.935724,40.665327,"$1,850/mo",1.0,1.0,
-1.0,-73.945904,40.674318,"$1,750/mo",1.0,1.0,
-1.0,-73.936248,40.67043,"$2,100/mo",2.0,1.0,
2007.0,-73.926896,40.673188,"$2,500/mo",2.0,1.0,825.0
-1.0,-73.929649,40.665688,"$2,400/mo",1.0,1.0,
-1.0,-73.94007,40.674937,"$1,695/mo",0.0,1.0,
-1.0,-73.936744,40.671074,"$2,450/mo",2.0,1.0,
1899.0,-73.941073,40.678318,"$2,658/mo",3.0,1.0,1200.0
-1.0,-73.937599,40.679212,"$2,300/mo",1.0,1.0,
-1.0,-73.929444,40.674711,"$2,600/mo",3.0,2.0,
-1.0,-73.943917,40.672791,"$2,749/mo",3.0,1.0,
-1.0,-73.931013,40.672371,"$1,940/mo",1.0,1.0,
-1.0,-73.930163,40.676017,"$3,999/mo",4.0,3.0,
-1.0,-73.933362,40.663545,"$1,675/mo",1.0,1.0,
-1.0,-73.931652,40.66731,"$1,815/mo",1.0,1.0,
-1.0,-73.943662,40.67231,"$3,350/mo",3.0,2.0,1100.0
-1.0,-73.941869,40.676057,"$3,100/mo",4.0,2.0,
-1.0,-73.935308,40.668268,"$1,725/mo",1.0,1.0,600.0
-1.0,-73.944512,40.671158,"$3,575/mo",3.0,2.0,
-1.0,-73.939857,40.676572,"$3,995/mo",3.0,2.0,
1901.0,-73.936003,40.668612,"$1,649/mo",1.0,1.0,
-1.0,-73.930476,40.664555,"$4,100/mo",4.0,2.0,1000.0
-1.0,-73.936069,40.672098,"$2,995/mo",3.0,2.0,
-1.0,-73.931835,40.664585,"$1,800/mo",2.0,1.0,700.0
-1.0,-73.9959,40.59757,"$2,150/mo",3.0,1.0,1000.0
-1.0,-73.995919,40.597564,"$2,150/mo",3.0,1.0,1000.0
-1.0,-74.00242,40.611323,"$2,200/mo",4.0,1.0,1000.0
-1.0,-74.00566,40.60551,"$2,500/mo",3.0,1.5,1300.0
-1.0,-74.00109,40.60303,"$1,700/mo",2.0,1.0,700.0
-1.0,-73.9932,40.60253,"$2,100/mo",3.0,1.5,1100.0
-1.0,-74.0023,40.60186,"$2,000/mo",2.0,1.0,1000.0
1910.0,-73.99518,40.611,"$1,650/mo",1.0,1.0,800.0
-1.0,-74.0092,40.60571,"$2,400/mo",3.0,1.0,1250.0
1899.0,-74.00119,40.60637,"$2,300/mo",3.0,1.5,1100.0
-1.0,-74.00033,40.60261,"$1,700/mo",2.0,1.0,700.0
-1.0,-73.99135,40.60778,"$1,700/mo",2.0,1.0,750.0
1920.0,-73.990766,40.60835,"$1,800/mo",2.0,1.0,800.0
-1.0,-73.998359,40.599885,"$2,495/mo",3.0,2.0,1200.0
-1.0,-73.985608,40.594846,"$1,900/mo",3.0,1.0,1100.0
-1.0,-73.99043,40.5971,"$2,495/mo",3.0,1.5,1200.0
-1.0,-73.99043,40.5971,"$2,495/mo",3.0,1.5,1200.0
-1.0,-74.00109,40.60303,"$2,500/mo",3.0,2.0,1300.0
-1.0,-73.99414,40.60855,"$1,750/mo",2.0,1.0,800.0
-1.0,-73.99306,40.60144,"$2,100/mo",3.0,1.5,1400.0
-1.0,-74.00033,40.60261,"$2,000/mo",2.0,1.0,1100.0
1964.0,-73.993634,40.599439,"$1,625/mo",1.0,1.0,750.0
1930.0,-73.99263,40.60308,"$2,100/mo",3.0,1.5,1200.0
-1.0,-74.01001,40.60618,"$2,250/mo",2.0,1.0,
1901.0,-74.004764,40.602198,"$2,200/mo",9.0,1.0,1000.0
-1.0,-74.005518,40.611805,"$1,800/mo",2.0,1.0,
-1.0,-73.98802,40.607939,"$2,700/mo",2.0,2.0,961.0
-1.0,-73.998857,40.606126,"$3,000/mo",3.0,2.0,1200.0
-1.0,-73.989716,40.605885,"$1,700/mo",1.0,1.0,1000.0
-1.0,-73.995376,40.592122,"$2,450/mo",2.0,2.0,800.0
-1.0,-73.988166,40.592034,"$2,300/mo",3.0,1.5,1092.0
-1.0,-74.003935,40.601763,"$1,950/mo",2.0,1.0,850.0
-1.0,-73.98801,40.59254,"$2,100/mo",3.0,1.0,900.0
-1.0,-73.99302,40.59236,"$1,600/mo",1.0,1.0,850.0
-1.0,-73.999177,40.609154,"$2,600/mo",4.0,2.0,
-1.0,-73.997074,40.601128,"$2,495/mo",3.0,2.0,1300.0
-1.0,-73.993205,40.664227,"$2,800/mo",1.0,1.0,
-1.0,-73.97877,40.663594,"$2,900/mo",2.0,1.0,1000.0
-1.0,-73.971983,40.672061,"$4,000/mo",2.0,1.0,
-1.0,-73.987953,40.662844,"$2,400/mo",2.0,1.0,
-1.0,-73.984695,40.662707,"$1,995/mo",1.0,1.0,
-1.0,-73.979263,40.671118,"$1,850/mo",0.0,1.0,
-1.0,-73.980652,40.674645,"$2,500/mo",1.0,1.0,500.0
-1.0,-73.988038,40.663507,"$1,949/mo",0.0,1.0,
-1.0,-73.979487,40.661908,"$4,292/mo",2.0,1.0,958.0
-1.0,-73.980935,40.667232,"$2,600/mo",1.0,1.0,
-1.0,-73.992775,40.666651,"$3,300/mo",3.0,2.0,1500.0
1931.0,-73.9913,40.662168,"$3,000/mo",2.0,1.0,3171.0
-1.0,-73.982615,40.663337,"$2,663/mo",1.0,1.0,481.0
-1.0,-73.97348,40.677719,"$4,600/mo",3.0,1.5,1300.0
-1.0,-73.988832,40.670674,"$4,500/mo",3.0,1.0,
-1.0,-73.973836,40.672664,"$3,400/mo",1.0,1.0,
-1.0,-73.977616,40.671199,"$3,500/mo",2.0,1.0,
-1.0,-73.982644,40.67406,"$3,646/mo",2.0,1.0,
-1.0,-73.980172,40.663427,"$3,400/mo",2.0,1.0,
-1.0,-73.97835,40.664741,"$2,100/mo",0.0,1.0,450.0
-1.0,-73.987736,40.662137,"$1,999/mo",1.0,1.0,
-1.0,-73.987965,40.665505,"$2,749/mo",2.0,1.0,
-1.0,-73.978763,40.670876,"$3,650/mo",2.0,1.0,990.0
-1.0,-73.980031,40.663868,"$3,400/mo",1.0,1.5,650.0
-1.0,-73.976419,40.667199,"$3,500/mo",3.0,1.0,
-1.0,-73.982551,40.663306,"$2,677/mo",1.0,1.0,485.0
-1.0,-73.990479,40.666723,"$3,200/mo",3.0,1.0,1000.0
1910.0,-73.974277,40.669875,"$24,000/mo",5.0,3.5,4920.0
-1.0,-73.994203,40.660166,"$2,500/mo",2.0,1.0,
1899.0,-73.973214,40.670719,"$4,950/mo",2.0,2.0,1100.0
-1.0,-73.994721,40.665101,"$1,999/mo",2.0,1.0,800.0
-1.0,-73.976045,40.6665,"$11,000/mo",5.0,2.5,3001.0
-1.0,-73.984047,40.668361,"$12,000/mo",4.0,2.5,
-1.0,-73.990181,40.669958,"$2,250/mo",2.0,1.0,
-1.0,-73.994064,40.660412,"$2,700/mo",2.0,1.0,850.0
1931.0,-73.950693,40.677933,"$2,500/mo",2.0,1.5,783.0
-1.0,-73.950229,40.677907,"$1,745/mo",2.0,1.0,
-1.0,-73.948932,40.675599,"$2,795/mo",3.0,1.0,900.0
-1.0,-73.951402,40.671468,"$2,300/mo",1.0,1.5,
-1.0,-73.951403,40.675912,"$2,480/mo",2.0,1.0,
-1.0,-73.950701,40.690184,"$2,600/mo",2.0,1.0,
-1.0,-73.955624,40.676776,"$3,295/mo",2.0,1.0,
2016.0,-73.949085,40.677477,"$3,040/mo",3.0,1.0,
-1.0,-73.953397,40.674777,"$4,399/mo",5.0,1.5,
-1.0,-73.953547,40.675796,"$2,500/mo",0.0,1.0,
-1.0,-73.951357,40.677182,"$3,600/mo",3.0,1.0,
-1.0,-73.950509,40.686458,"$1,900/mo",1.0,1.0,
-1.0,-73.952501,40.679579,"$1,700/mo",0.0,1.0,500.0
-1.0,-73.953932,40.672721,"$2,550/mo",2.0,1.5,
-1.0,-73.94367,40.680499,"$2,200/mo",1.0,1.0,
1984.0,-73.955469,40.67551,"$3,199/mo",3.0,1.0,
1899.0,-73.943376,40.67895,"$2,900/mo",2.0,1.0,2430.0
-1.0,-73.95267,40.673152,"$2,950/mo",3.0,1.0,
-1.0,-73.951711,40.677212,"$1,750/mo",0.0,1.0,
-1.0,-73.95023,40.67597,"$2,300/mo",2.0,1.0,659.0
-1.0,-73.947279,40.67793,"$2,795/mo",3.0,1.0,
-1.0,-73.952392,40.687739,"$2,700/mo",2.0,1.0,950.0
-1.0,-73.955004,40.68369,"$3,400/mo",3.0,1.5,
-1.0,-73.946392,40.676453,"$2,995/mo",3.0,1.0,
-1.0,-73.949412,40.678685,"$2,200/mo",2.0,1.0,600.0
-1.0,-73.944368,40.677777,"$2,699/mo",1.0,1.0,
-1.0,-73.950616,40.674902,"$3,299/mo",3.0,1.0,
-1.0,-73.955114,40.671429,"$2,800/mo",3.0,1.0,
2005.0,-73.952606,40.689215,"$2,500/mo",1.0,1.0,638.0
-1.0,-73.942194,40.676999,"$2,850/mo",3.0,1.0,
2015.0,-73.954057,40.683189,"$2,100/mo",0.0,1.0,400.0
-1.0,-73.952001,40.670371,"$2,550/mo",3.0,1.0,
-1.0,-73.972679,40.678282,"$1,950/mo",0.0,1.0,400.0
-1.0,-73.974731,40.686976,"$2,199/mo",0.0,1.0,500.0
-1.0,-73.97593,40.687301,"$2,700/mo",2.0,1.0,750.0
-1.0,-73.981583,40.685954,"$4,100/mo",3.0,1.0,1000.0
-1.0,-73.979642,40.677174,"$3,000/mo",2.0,1.0,1000.0
-1.0,-73.981789,40.68767,"$1,999/mo",0.0,1.0,
-1.0,-73.97747,40.688343,"$3,100/mo",1.0,1.0,
-1.0,-73.981213,40.688497,"$3,300/mo",0.0,1.0,669.0
-1.0,-73.988549,40.685855,"$4,995/mo",2.0,1.0,1300.0
-1.0,-73.986557,40.683959,"$3,240/mo",2.0,1.0,
-1.0,-73.974004,40.677095,"$4,700/mo",3.0,2.0,1200.0
1879.0,-73.978373,40.681444,"$3,900/mo",1.0,1.0,1038.0
-1.0,-73.973533,40.683482,"$2,800/mo",2.0,1.0,900.0
-1.0,-73.977467,40.688499,"$3,600/mo",2.0,1.0,
-1.0,-73.981203,40.680864,"$4,275/mo",2.0,2.0,873.0
-1.0,-73.977974,40.689058,"$5,350/mo",2.0,1.0,1500.0
-1.0,-73.972055,40.68047,"$2,795/mo",2.0,1.0,
-1.0,-73.98189,40.68233,"$2,500/mo",0.0,1.0,
-1.0,-73.981971,40.677565,"$2,500/mo",1.0,1.0,
-1.0,-73.973028,40.687515,"$1,925/mo",0.0,1.0,
1895.0,-73.979735,40.676697,"$3,300/mo",1.0,1.0,
-1.0,-73.980898,40.681176,"$2,683/mo",1.0,1.0,
-1.0,-73.976634,40.677869,"$4,450/mo",2.0,1.0,
-1.0,-73.977964,40.68884,"$3,600/mo",2.0,1.0,
-1.0,-73.973357,40.68189,"$3,698/mo",1.0,1.0,
1931.0,-73.980343,40.680812,"$2,900/mo",2.0,1.0,673.0
-1.0,-73.974531,40.681392,"$3,000/mo",2.0,1.0,680.0
-1.0,-73.974953,40.679377,"$2,500/mo",1.0,1.0,
-1.0,-73.985533,40.686105,"$7,450/mo",3.0,2.0,1800.0
1915.0,-73.979238,40.683586,"$2,000/mo",1.0,1.0,400.0
-1.0,-73.981209,40.681267,"$3,850/mo",1.0,1.0,
-1.0,-73.982102,40.678214,"$2,600/mo",2.0,1.0,
1910.0,-73.978061,40.680846,"$2,800/mo",1.0,1.0,660.0
-1.0,-73.976611,40.640339,"$2,150/mo",2.0,1.0,800.0
-1.0,-73.986238,40.644778,"$3,200/mo",3.0,1.0,1100.0
-1.0,-73.975228,40.635611,"$2,100/mo",2.0,1.0,
-1.0,-73.973601,40.651975,"$2,150/mo",1.0,1.0,700.0
-1.0,-73.972018,40.633843,"$2,450/mo",1.0,1.5,
-1.0,-73.971748,40.634296,"$2,700/mo",2.0,1.0,570.0
-1.0,-73.984893,40.643701,"$2,000/mo",1.0,1.0,
-1.0,-73.973753,40.638101,"$2,300/mo",2.0,2.0,600.0
-1.0,-73.969533,40.634065,"$1,755/mo",1.0,1.0,655.0
-1.0,-73.97043,40.640631,"$1,990/mo",2.0,1.0,700.0
-1.0,-73.989159,40.643003,"$2,875/mo",4.0,2.0,
-1.0,-73.968967,40.64866,"$2,699/mo",3.0,1.0,800.0
-1.0,-73.971292,40.644174,"$2,395/mo",2.0,1.0,
-1.0,-73.983572,40.644504,"$2,300/mo",2.0,1.0,900.0
-1.0,-73.979201,40.656141,"$2,100/mo",2.0,1.0,
-1.0,-73.967081,40.638732,"$1,949/mo",1.0,1.0,
-1.0,-73.98578,40.638773,"$1,475/mo",1.0,1.0,
-1.0,-73.97611,40.633074,"$1,625/mo",1.0,1.0,
1996.0,-73.96949,40.63772,"$3,000/mo",3.0,1.5,1200.0
-1.0,-73.978354,40.652861,"$2,500/mo",2.0,1.0,1000.0
-1.0,-73.975254,40.650397,"$1,980/mo",0.0,1.0,500.0
-1.0,-73.981189,40.654204,"$3,850/mo",2.0,2.0,1100.0
-1.0,-73.978981,40.648531,"$2,000/mo",2.0,1.0,
-1.0,-73.976502,40.631862,"$2,100/mo",2.0,1.0,
1930.0,-73.968205,40.63926,"$3,000/mo",3.0,1.0,1100.0
-1.0,-73.972451,40.636179,"$2,249/mo",2.0,1.0,900.0
-1.0,-73.975,40.634176,"$2,295/mo",2.0,1.0,
-1.0,-73.972171,40.646056,"$3,000/mo",4.0,2.0,
1931.0,-73.9734,40.636305,"$2,550/mo",2.0,1.0,800.0
-1.0,-73.979111,40.645718,"$3,000/mo",2.0,1.0,1200.0
-1.0,-73.978543,40.653027,"$2,150/mo",1.0,1.0,800.0
-1.0,-73.993246,40.643636,"$1,895/mo",2.0,1.0,
-1.0,-73.996167,40.644485,"$1,550/mo",1.0,1.0,
-1.0,-74.006729,40.629475,"$2,199/mo",2.0,1.0,1082.0
-1.0,-73.987645,40.638887,"$2,000/mo",2.0,1.0,750.0
-1.0,-73.987659,40.638719,"$2,000/mo",2.0,1.0,850.0
-1.0,-73.990009,40.629764,"$1,320/mo",2.0,1.0,950.0
-1.0,-74.00122,40.62283,"$1,999/mo",2.0,1.0,900.0
-1.0,-74.007957,40.62688,"$1,795/mo",1.0,1.0,
-1.0,-74.01143,40.62917,"$1,700/mo",1.0,1.0,
-1.0,-73.995949,40.642074,"$1,800/mo",1.0,1.0,
-1.0,-74.00122,40.62283,"$1,850/mo",2.0,1.0,
1920.0,-74.00234,40.63207,"$2,050/mo",2.0,1.0,
-1.0,-74.0083,40.62635,"$3,000/mo",3.0,2.0,1250.0
-1.0,-73.994553,40.632288,"$2,499/mo",4.0,2.0,
1920.0,-74.00234,40.63207,"$1,850/mo",1.0,1.0,
-1.0,-74.00034,40.64088,"$1,850/mo",2.0,1.0,800.0
-1.0,-74.002615,40.634703,"$3,500/mo",0.0,1.0,1000.0
-1.0,-74.002483,40.624353,"$2,500/mo",3.0,1.0,
-1.0,-74.006031,40.633365,"$2,000/mo",2.0,1.0,800.0
-1.0,-73.993617,40.644406,"$2,400/mo",3.0,1.0,
1925.0,-73.999614,40.630157,"$2,700/mo",3.0,2.0,3900.0
-1.0,-74.00875,40.62936,"$2,800/mo",3.0,2.0,1200.0
-1.0,-74.001609,40.635012,"$1,650/mo",1.0,1.0,
-1.0,-73.99314,40.638658,"$2,800/mo",2.0,1.0,
-1.0,-74.00045,40.622709,"$1,800/mo",2.0,1.0,
-1.0,-74.00216,40.62537,"$1,750/mo",2.0,1.0,
1931.0,-74.00779,40.63162,"$1,700/mo",2.0,1.0,
-1.0,-74.009445,40.629607,"$2,900/mo",0.0,1.0,856.0
-1.0,-73.991435,40.631243,"$2,000/mo",2.0,1.0,500.0
-1.0,-74.001258,40.628349,"$2,600/mo",3.0,2.0,864.0
-1.0,-73.99122,40.62896,"$2,199/mo",3.0,1.0,1100.0
-1.0,-73.98773,40.63236,"$2,000/mo",2.0,1.0,750.0
1925.0,-74.000017,40.624373,"$1,750/mo",1.0,1.0,700.0
-1.0,-73.991678,40.643236,"$2,500/mo",2.0,2.0,984.0
-1.0,-74.0075,40.63058,"$1,600/mo",1.0,1.0,680.0
-1.0,-74.006866,40.630471,"$1,600/mo",1.0,1.0,700.0
-1.0,-73.99117,40.628655,"$2,199/mo",3.0,1.0,1200.0
-1.0,-74.00234,40.63207,"$1,850/mo",1.0,1.0,
-1.0,-74.020733,40.635619,"$1,795/mo",1.0,1.0,
-1.0,-74.017619,40.633535,"$1,750/mo",2.0,1.0,
-1.0,-74.011221,40.643553,"$2,200/mo",2.0,1.0,900.0
-1.0,-74.019097,40.64466,"$2,999/mo",3.0,1.0,
-1.0,-74.010621,40.645565,"$2,300/mo",2.0,1.0,1082.0
-1.0,-74.003396,40.640191,"$2,500/mo",3.0,1.5,
1905.0,-74.005899,40.647273,"$2,800/mo",3.0,1.0,
-1.0,-74.009844,40.650563,"$2,400/mo",3.0,1.0,900.0
-1.0,-73.99969,40.64297,"$1,699/mo",1.0,1.0,800.0
1930.0,-74.009048,40.63859,"$2,600/mo",3.0,1.0,1000.0
-1.0,-74.015294,40.646557,"$2,295/mo",2.0,1.0,
-1.0,-74.010746,40.641995,"$2,700/mo",2.0,1.0,
-1.0,-74.012529,40.647984,"$1,900/mo",1.0,1.0,900.0
-1.0,-74.011654,40.648368,"$2,200/mo",2.0,1.0,850.0
-1.0,-74.008956,40.637264,"$1,850/mo",2.0,1.0,750.0
-1.0,-74.016639,40.642129,"$2,499/mo",3.0,1.0,
-1.0,-74.011245,40.64385,"$2,299/mo",2.0,1.0,950.0
-1.0,-74.01574,40.630996,"$2,250/mo",3.0,1.0,1250.0
-1.0,-74.017065,40.639719,"$2,000/mo",2.0,1.0,950.0
1910.0,-74.015491,40.647952,"$2,395/mo",3.0,1.0,1100.0
-1.0,-74.01213,40.62957,"$2,800/mo",4.0,2.0,1230.0
-1.0,-74.019296,40.634489,"$2,400/mo",3.0,1.0,1100.0
-1.0,-74.010961,40.64577,"$3,900/mo",3.0,2.5,1800.0
-1.0,-74.008063,40.63428,"$1,543/mo",1.0,1.0,
-1.0,-74.018358,40.639587,"$1,950/mo",2.0,1.0,820.0
-1.0,-74.020491,40.632981,"$1,750/mo",1.0,1.0,600.0
-1.0,-74.032553,40.637518,"$2,400/mo",2.0,1.0,1000.0
2002.0,-74.034798,40.638214,"$3,500/mo",2.0,2.0,870.0
-1.0,-74.00582,40.642184,"$2,350/mo",2.0,1.0,1100.0
-1.0,-74.013464,40.629662,"$2,800/mo",3.0,2.0,
-1.0,-74.016756,40.639307,"$5,900/mo",0.0,1.0,2500.0
1905.0,-74.012021,40.640938,"$2,100/mo",2.0,1.0,750.0
-1.0,-74.016842,40.641892,"$2,698/mo",3.0,1.0,
2018.0,-74.011927,40.646618,"$2,400/mo",1.0,1.0,630.0
-1.0,-73.926058,40.695279,"$3,075/mo",3.0,1.0,
-1.0,-73.919475,40.693314,"$2,750/mo",3.0,1.0,
-1.0,-73.913683,40.694141,"$2,200/mo",0.0,1.0,400.0
-1.0,-73.916913,40.692719,"$2,950/mo",2.0,1.5,1300.0
-1.0,-73.934614,40.685293,"$1,999/mo",0.0,1.0,
-1.0,-73.939174,40.691795,"$2,995/mo",2.0,1.0,
-1.0,-73.925093,40.688914,"$2,300/mo",2.0,1.0,
-1.0,-73.929832,40.697176,"$2,599/mo",2.0,1.0,1000.0
-1.0,-73.924722,40.691792,"$2,500/mo",2.0,1.0,700.0
-1.0,-73.91998,40.689597,"$2,500/mo",2.0,1.0,2000.0
-1.0,-73.914739,40.690624,"$2,950/mo",3.0,1.0,
-1.0,-73.919037,40.693412,"$2,300/mo",2.0,1.0,
-1.0,-73.934084,40.695796,"$2,650/mo",3.0,1.0,
-1.0,-73.941435,40.692283,"$2,625/mo",2.0,1.0,
-1.0,-73.92143,40.694084,"$3,300/mo",3.0,1.0,1600.0
-1.0,-73.911019,40.693947,"$3,250/mo",2.0,1.0,1600.0
-1.0,-73.9391,40.691803,"$2,999/mo",2.0,1.0,800.0
-1.0,-73.93987,40.691946,"$2,995/mo",2.0,1.0,900.0
-1.0,-73.928876,40.697839,"$4,800/mo",5.0,2.0,1000.0
-1.0,-73.924529,40.692544,"$3,558/mo",3.0,2.0,
-1.0,-73.923212,40.698733,"$2,350/mo",0.0,1.0,700.0
-1.0,-73.923867,40.692271,"$2,788/mo",2.0,1.0,
-1.0,-73.915429,40.687632,"$2,400/mo",3.0,1.0,
-1.0,-73.940078,40.69179,"$2,100/mo",1.0,1.0,1200.0
-1.0,-73.938708,40.691093,"$2,400/mo",2.0,1.5,800.0
-1.0,-73.940173,40.724287,"$2,500/mo",1.0,1.0,
-1.0,-73.959087,40.730459,"$3,350/mo",2.0,1.0,
-1.0,-73.939887,40.724817,"$3,400/mo",2.0,1.0,1400.0
-1.0,-73.952523,40.724474,"$4,950/mo",3.0,2.0,1050.0
-1.0,-73.950628,40.723953,"$2,300/mo",1.0,1.0,
-1.0,-73.955441,40.73552,"$1,953/mo",1.0,1.0,420.0
-1.0,-73.95664,40.730211,"$2,957/mo",1.0,1.0,800.0
-1.0,-73.941781,40.724608,"$3,150/mo",1.0,1.0,1000.0
-1.0,-73.946747,40.719399,"$4,500/mo",2.0,1.0,800.0
-1.0,-73.942273,40.719391,"$2,700/mo",1.0,1.0,
-1.0,-73.950652,40.727525,"$3,500/mo",2.0,1.0,
1935.0,-73.941632,40.723708,"$2,199/mo",1.0,1.0,750.0
-1.0,-73.953945,40.728604,"$3,000/mo",2.0,1.0,950.0
-1.0,-73.945805,40.724297,"$2,300/mo",2.0,1.0,1000.0
-1.0,-73.940608,40.721142,"$2,900/mo",3.0,1.0,
-1.0,-73.936928,40.725856,"$4,350/mo",2.0,1.0,
-1.0,-73.94022,40.726242,"$3,000/mo",3.0,1.0,1100.0
-1.0,-73.940371,40.725791,"$2,800/mo",2.0,2.0,1000.0
-1.0,-73.949143,40.723933,"$3,100/mo",2.0,1.0,800.0
-1.0,-73.959635,40.73027,"$4,000/mo",2.0,1.0,
-1.0,-73.947505,40.722066,"$4,250/mo",3.0,1.0,
-1.0,-73.954523,40.736658,"$4,200/mo",3.0,1.0,
-1.0,-73.942521,40.72305,"$2,450/mo",1.0,1.0,
-1.0,-73.953595,40.734479,"$5,799/mo",4.0,3.0,
-1.0,-73.948216,40.724047,"$2,600/mo",1.0,1.0,700.0
-1.0,-73.957126,40.733024,"$3,750/mo",2.0,1.0,900.0
-1.0,-73.943158,40.727517,"$2,900/mo",3.0,1.0,1000.0
-1.0,-73.954357,40.734728,"$1,900/mo",1.0,1.0,
-1.0,-73.950998,40.728648,"$4,200/mo",2.0,1.0,1100.0
-1.0,-73.948341,40.725981,"$2,500/mo",1.0,1.0,
-1.0,-73.953263,40.735835,"$2,360/mo",2.0,1.0,785.0
-1.0,-73.937902,40.72187,"$2,000/mo",1.0,1.0,
-1.0,-73.97735,40.60613,"$2,500/mo",3.0,1.5,1400.0
1925.0,-73.982361,40.600228,"$1,700/mo",2.0,1.0,700.0
-1.0,-73.97417,40.5887,"$2,000/mo",3.0,1.0,1100.0
-1.0,-73.97981,40.60336,"$1,550/mo",2.0,1.0,600.0
-1.0,-73.97277,40.5917,"$1,500/mo",1.0,1.0,
-1.0,-73.97106,40.59504,"$1,800/mo",1.0,1.0,
-1.0,-73.96941,40.58531,"$1,425/mo",0.0,,300.0
-1.0,-73.977332,40.604439,"$1,725/mo",1.0,1.0,780.0
-1.0,-73.97012,40.59055,"$2,450/mo",2.0,1.0,1200.0
-1.0,-73.98216,40.60074,"$3,000/mo",5.0,1.5,
-1.0,-73.98216,40.60074,"$3,000/mo",5.0,1.5,1300.0
-1.0,-73.9817,40.59834,"$3,000/mo",5.0,1.5,1300.0
-1.0,-73.970952,40.585355,"$1,725/mo",1.0,1.0,600.0
-1.0,-73.97469,40.59475,"$1,800/mo",2.0,1.0,
1935.0,-73.97288,40.59098,"$1,700/mo",2.0,1.0,1400.0
-1.0,-73.97141,40.59183,"$2,400/mo",3.0,1.0,
-1.0,-73.97275,40.58887,"$2,000/mo",3.0,1.0,1100.0
-1.0,-73.97981,40.60336,"$1,550/mo",2.0,1.0,600.0
-1.0,-73.98448,40.60283,"$1,300/mo",0.0,1.0,
-1.0,-73.97167,40.58821,"$2,200/mo",2.0,1.0,1100.0
-1.0,-73.97685,40.59887,"$1,700/mo",2.0,1.0,500.0
1930.0,-73.982627,40.598228,"$1,500/mo",1.0,1.0,4092.0
-1.0,-73.97261,40.58811,"$2,100/mo",2.0,1.0,
-1.0,-73.96785,40.59296,"$3,000/mo",3.0,3.0,1680.0
-1.0,-73.96785,40.59296,"$3,000/mo",3.0,3.0,1680.0
-1.0,-73.96921,40.59526,"$2,800/mo",3.0,1.5,1100.0
-1.0,-73.976999,40.605744,"$1,750/mo",2.0,1.0,
-1.0,-73.984658,40.602811,"$2,400/mo",5.0,1.0,
-1.0,-73.97424,40.60259,"$1,450/mo",1.0,1.0,
-1.0,-73.97187,40.59452,"$2,450/mo",2.0,2.0,900.0
1997.0,-73.96983,40.58841,"$2,550/mo",3.0,1.5,1300.0
-1.0,-73.97421,40.6044,"$3,800/mo",4.0,2.5,1500.0
-1.0,-73.982156,40.600718,"$1,650/mo",1.0,1.0,650.0
-1.0,-73.98078,40.59844,"$1,850/mo",2.0,1.0,750.0
1930.0,-73.974103,40.605426,"$3,800/mo",4.0,2.5,1512.0
-1.0,-73.972693,40.596674,"$2,450/mo",2.0,2.0,
-1.0,-73.969994,40.57995,"$2,300/mo",2.0,1.5,1150.0
1960.0,-74.006782,40.580619,"$2,600/mo",3.0,1.0,1100.0
-1.0,-73.98798,40.57626,"$2,150/mo",2.0,1.0,700.0
-1.0,-74.00774,40.5757,"$3,000/mo",2.0,2.0,1376.0
1920.0,-74.003642,40.574744,"$2,000/mo",2.0,1.0,2440.0
-1.0,-74.006851,40.578373,"$2,700/mo",4.0,2.0,1500.0
1960.0,-73.988831,40.578255,"$3,100/mo",3.0,1.5,1248.0
-1.0,-73.98309,40.57918,"$2,100/mo",1.0,1.0,800.0
-1.0,-74.01153,40.57822,"$1,700/mo",1.0,1.0,650.0
1910.0,-74.00825,40.577314,"$1,800/mo",2.0,1.0,1100.0
-1.0,-74.00416,40.57537,"$2,050/mo",2.0,1.0,1200.0
-1.0,-74.00196,40.578868,"$2,150/mo",3.0,2.0,900.0
-1.0,-73.97345,40.57481,"$2,500/mo",2.0,1.0,980.0
1964.0,-73.974497,40.575107,"$2,700/mo",2.0,1.0,980.0
-1.0,-74.003642,40.574744,"$2,100/mo",2.0,1.0,950.0
-1.0,-73.970476,40.579966,"$2,300/mo",2.0,2.0,1150.0
-1.0,-73.975095,40.575153,"$2,350/mo",2.0,1.0,1000.0
